Timestamp,tmobile_latency
2024/07/22 17:50:20,-1
2024/07/29 10:33:48,-1
2024/07/29 10:33:49,-1
2024/07/29 10:33:50,-1
2024/07/29 10:33:51,-1
2024/07/29 10:33:52,-1
2024/07/29 10:33:53,-1
2024/07/29 10:33:54,-1
2024/07/29 10:33:55,-1
2024/07/29 10:33:56,-1
2024/07/29 10:33:57,-1
2024/07/29 10:33:58,-1
2024/07/29 10:33:59,-1
2024/07/29 10:34:00,-1
2024/07/29 10:34:01,-1
2024/07/29 10:34:02,-1
2024/07/29 10:34:03,-1
2024/07/29 10:34:04,-1
2024/07/29 10:34:05,-1
2024/07/29 10:34:06,-1
2024/07/29 10:34:07,-1
2024/07/29 10:34:08,-1
2024/07/29 10:34:09,-1
2024/07/29 10:34:10,-1
2024/07/29 10:34:11,-1
2024/07/29 10:34:12,-1
2024/07/29 10:34:13,-1
2024/07/29 10:34:14,13
2024/07/29 10:34:18,10
2024/07/29 10:34:19,196
2024/07/29 10:34:20,12
2024/07/29 10:34:21,13
2024/07/29 10:34:22,31
2024/07/29 10:34:23,29
2024/07/29 10:34:24,28
2024/07/29 10:34:25,33
2024/07/29 10:34:26,75
2024/07/29 10:34:27,309
2024/07/29 10:34:28,36
2024/07/29 10:34:29,299
2024/07/29 10:34:30,981
2024/07/29 10:34:31,330
2024/07/29 10:34:32,78
2024/07/29 10:34:33,75
2024/07/29 10:34:34,25
2024/07/29 10:34:35,10
2024/07/29 10:34:36,-1
2024/07/29 10:34:41,18
2024/07/29 10:34:42,84
2024/07/29 10:34:43,58
2024/07/29 10:34:44,66
2024/07/29 10:34:45,69
2024/07/29 10:34:46,78
2024/07/29 10:34:47,200
2024/07/29 10:34:48,101
2024/07/29 10:34:49,61
2024/07/29 10:34:52,58
2024/07/29 10:34:53,27
2024/07/29 10:34:54,48
2024/07/29 10:34:55,43
2024/07/29 10:34:56,163
2024/07/29 10:34:57,57
2024/07/29 10:34:58,161
2024/07/29 10:34:59,246
2024/07/29 10:35:00,173
2024/07/29 10:35:01,213
2024/07/29 10:35:02,252
2024/07/29 10:35:03,240
2024/07/29 10:35:04,186
2024/07/29 10:35:05,397
2024/07/29 10:35:06,391
2024/07/29 10:35:07,512
2024/07/29 10:35:08,676
2024/07/29 10:35:09,427
2024/07/29 10:35:10,971
2024/07/29 10:35:11,973
2024/07/29 10:35:12,493
2024/07/29 10:35:13,301
2024/07/29 10:35:14,370
2024/07/29 10:35:15,307
2024/07/29 10:35:16,250
2024/07/29 10:35:17,245
2024/07/29 10:35:18,361
2024/07/29 10:35:19,619
2024/07/29 10:35:20,388
2024/07/29 10:35:21,368
2024/07/29 10:35:22,414
2024/07/29 10:35:23,349
2024/07/29 10:35:24,470
2024/07/29 10:35:25,356
2024/07/29 10:35:26,532
2024/07/29 10:35:27,14
2024/07/29 10:35:28,19
2024/07/29 10:35:29,112
2024/07/29 10:35:30,19
2024/07/29 10:35:31,15
2024/07/29 10:35:32,11
2024/07/29 10:35:33,20
2024/07/29 10:35:34,38
2024/07/29 10:35:35,27
2024/07/29 10:35:36,26
2024/07/29 10:35:37,30
2024/07/29 10:35:38,31
2024/07/29 10:35:39,58
2024/07/29 10:35:40,19
2024/07/29 10:35:41,28
2024/07/29 10:35:42,191
2024/07/29 10:35:43,201
2024/07/29 10:35:44,-1
2024/07/29 10:35:48,69
2024/07/29 10:35:49,38
2024/07/29 10:35:50,21
2024/07/29 10:35:51,28
2024/07/29 10:35:52,17
2024/07/29 10:35:53,16
2024/07/29 10:35:54,52
2024/07/29 10:35:55,29
2024/07/29 10:35:56,25
2024/07/29 10:35:57,60
2024/07/29 10:35:58,55
2024/07/29 10:35:59,47
2024/07/29 10:36:00,84
2024/07/29 10:36:01,38
2024/07/29 10:36:02,46
2024/07/29 10:36:03,26
2024/07/29 10:36:04,45
2024/07/29 10:36:05,14
2024/07/29 10:36:06,12
2024/07/29 10:36:07,27
2024/07/29 10:36:08,19
2024/07/29 10:36:09,15
2024/07/29 10:36:10,14
2024/07/29 10:36:11,45
2024/07/29 10:36:12,14
2024/07/29 10:36:13,38
2024/07/29 10:36:14,37
2024/07/29 10:36:15,30
2024/07/29 10:36:16,22
2024/07/29 10:36:17,17
2024/07/29 10:36:18,25
2024/07/29 10:36:19,23
2024/07/29 10:36:20,14
2024/07/29 10:36:21,16
2024/07/29 10:36:22,21
2024/07/29 10:36:23,21
2024/07/29 10:36:24,28
2024/07/29 10:36:25,21
2024/07/29 10:36:26,18
2024/07/29 10:36:27,15
2024/07/29 10:36:28,17
2024/07/29 10:36:29,24
2024/07/29 10:36:30,17
2024/07/29 10:36:31,13
2024/07/29 10:36:32,13
2024/07/29 10:36:33,19
2024/07/29 10:36:34,15
2024/07/29 10:36:35,28
2024/07/29 10:36:36,17
2024/07/29 10:36:37,24
2024/07/29 10:36:38,24
2024/07/29 10:36:39,22
2024/07/29 10:36:40,27
2024/07/29 10:36:41,26
2024/07/29 10:36:42,15
2024/07/29 10:36:43,12
2024/07/29 10:36:44,21
2024/07/29 10:36:45,22
2024/07/29 10:36:46,26
2024/07/29 10:36:47,17
2024/07/29 10:36:48,10
2024/07/29 10:36:49,21
2024/07/29 10:36:50,25
2024/07/29 10:36:51,16
2024/07/29 10:36:52,11
2024/07/29 10:36:53,9
2024/07/29 10:36:54,17
2024/07/29 10:36:55,9
2024/07/29 10:36:56,10
2024/07/29 10:36:57,9
2024/07/29 10:36:58,9
2024/07/29 10:36:59,9
2024/07/29 10:37:00,10
2024/07/29 10:37:01,17
2024/07/29 10:37:02,12
2024/07/29 10:37:03,9
2024/07/29 10:37:04,11
2024/07/29 10:37:05,10
2024/07/29 10:37:06,10
2024/07/29 10:37:07,13
2024/07/29 10:37:08,9
2024/07/29 10:37:09,11
2024/07/29 10:37:10,11
2024/07/29 10:37:11,11
2024/07/29 10:37:12,10
2024/07/29 10:37:13,10
2024/07/29 10:37:14,14
2024/07/29 10:37:15,10
2024/07/29 10:37:16,10
2024/07/29 10:37:17,26
2024/07/29 10:37:18,14
2024/07/29 10:37:19,17
2024/07/29 10:37:20,12
2024/07/29 10:37:21,12
2024/07/29 10:37:22,12
2024/07/29 10:37:23,17
2024/07/29 10:37:24,14
2024/07/29 10:37:25,10
2024/07/29 10:37:26,9
2024/07/29 10:37:27,12
2024/07/29 10:37:28,10
2024/07/29 10:37:29,13
2024/07/29 10:37:30,16
2024/07/29 10:37:31,10
2024/07/29 10:37:32,10
2024/07/29 10:37:33,16
2024/07/29 10:37:34,10
2024/07/29 10:37:35,11
2024/07/29 10:37:36,12
2024/07/29 10:37:37,11
2024/07/29 10:37:38,9
2024/07/29 10:37:39,10
2024/07/29 10:37:40,124
2024/07/29 10:37:41,54
2024/07/29 10:37:42,-1
2024/07/29 10:37:46,56
2024/07/29 10:37:47,35
2024/07/29 10:37:48,14
2024/07/29 10:37:49,9
2024/07/29 10:37:50,17
2024/07/29 10:37:51,9
2024/07/29 10:37:52,14
2024/07/29 10:37:53,13
2024/07/29 10:37:54,12
2024/07/29 10:37:55,9
2024/07/29 10:37:56,13
2024/07/29 10:37:57,10
2024/07/29 10:37:58,12
2024/07/29 10:37:59,11
2024/07/29 10:38:00,28
2024/07/29 10:38:01,10
2024/07/29 10:38:02,11
2024/07/29 10:38:03,11
2024/07/29 10:38:04,18
2024/07/29 10:38:05,9
2024/07/29 10:38:06,12
2024/07/29 10:38:07,13
2024/07/29 10:38:08,9
2024/07/29 10:38:09,18
2024/07/29 10:38:09,25
2024/07/29 10:38:10,11
2024/07/29 10:38:11,27
2024/07/29 10:38:12,11
2024/07/29 10:38:13,11
2024/07/29 10:38:14,10
2024/07/29 10:38:15,12
2024/07/29 10:38:16,18
2024/07/29 10:38:17,20
2024/07/29 10:38:18,11
2024/07/29 10:38:19,12
2024/07/29 10:38:20,11
2024/07/29 10:38:21,21
2024/07/29 10:38:22,9
2024/07/29 10:38:23,11
2024/07/29 10:38:24,9
2024/07/29 10:38:25,11
2024/07/29 10:38:26,9
2024/07/29 10:38:27,14
2024/07/29 10:38:28,11
2024/07/29 10:38:29,13
2024/07/29 10:38:30,10
2024/07/29 10:38:31,9
2024/07/29 10:38:32,36
2024/07/29 10:38:33,11
2024/07/29 10:38:34,9
2024/07/29 10:38:35,35
2024/07/29 10:38:36,13
2024/07/29 10:38:37,13
2024/07/29 10:38:38,12
2024/07/29 10:38:39,10
2024/07/29 10:38:40,12
2024/07/29 10:38:41,19
2024/07/29 10:38:42,12
2024/07/29 10:38:43,14
2024/07/29 10:38:44,13
2024/07/29 10:38:45,10
2024/07/29 10:38:46,10
2024/07/29 10:38:47,10
2024/07/29 10:38:48,9
2024/07/29 10:38:49,13
2024/07/29 10:38:50,9
2024/07/29 10:38:51,13
2024/07/29 10:38:52,9
2024/07/29 10:38:53,17
2024/07/29 10:38:54,11
2024/07/29 10:38:55,14
2024/07/29 10:38:56,15
2024/07/29 10:38:57,28
2024/07/29 10:38:58,22
2024/07/29 10:38:59,16
2024/07/29 10:39:00,27
2024/07/29 10:39:01,18
2024/07/29 10:39:02,11
2024/07/29 10:39:03,13
2024/07/29 10:39:04,10
2024/07/29 10:39:05,10
2024/07/29 10:39:06,11
2024/07/29 10:39:07,29
2024/07/29 10:39:08,16
2024/07/29 10:39:09,15
2024/07/29 10:39:10,20
2024/07/29 10:39:11,14
2024/07/29 10:39:12,29
2024/07/29 10:39:13,18
2024/07/29 10:39:14,14
2024/07/29 10:39:15,13
2024/07/29 10:39:16,45
2024/07/29 10:39:17,27
2024/07/29 10:39:18,22
2024/07/29 10:39:19,22
2024/07/29 10:39:20,57
2024/07/29 10:39:21,22
2024/07/29 10:39:22,23
2024/07/29 10:39:23,283
2024/07/29 10:39:24,1033
2024/07/29 10:39:25,101
2024/07/29 10:39:26,1004
2024/07/29 10:39:27,2233
2024/07/29 10:39:29,1914
2024/07/29 10:39:33,3441
2024/07/29 10:39:36,2546
2024/07/29 10:39:39,139
2024/07/29 10:39:40,23
2024/07/29 10:39:41,10
2024/07/29 10:39:42,10
2024/07/29 10:39:43,20
2024/07/29 10:39:44,34
2024/07/29 10:39:45,28
2024/07/29 10:39:46,16
2024/07/29 10:39:47,12
2024/07/29 10:39:48,20
2024/07/29 10:39:49,16
2024/07/29 10:39:50,20
2024/07/29 10:39:51,10
2024/07/29 10:39:52,11
2024/07/29 10:39:53,15
2024/07/29 10:39:54,9
2024/07/29 10:39:55,34
2024/07/29 10:39:56,14
2024/07/29 10:39:57,11
2024/07/29 10:39:58,21
2024/07/29 10:39:59,25
2024/07/29 10:40:00,12
2024/07/29 10:40:01,21
2024/07/29 10:40:02,14
2024/07/29 10:40:03,37
2024/07/29 10:40:04,16
2024/07/29 10:40:04,22
2024/07/29 10:40:05,12
2024/07/29 10:40:06,20
2024/07/29 10:40:07,19
2024/07/29 10:40:08,26
2024/07/29 10:40:09,17
2024/07/29 10:40:10,32
2024/07/29 10:40:11,17
2024/07/29 10:40:12,25
2024/07/29 10:40:13,24
2024/07/29 10:40:14,44
2024/07/29 10:40:15,20
2024/07/29 10:40:16,16
2024/07/29 10:40:17,34
2024/07/29 10:40:18,-1
2024/07/29 10:40:22,38
2024/07/29 10:40:23,17
2024/07/29 10:40:24,18
2024/07/29 10:40:25,13
2024/07/29 10:40:26,11
2024/07/29 10:40:27,22
2024/07/29 10:40:28,14
2024/07/29 10:40:29,49
2024/07/29 10:40:30,37
2024/07/29 10:40:31,62
2024/07/29 10:40:32,21
2024/07/29 10:40:33,43
2024/07/29 10:40:34,42
2024/07/29 10:40:35,53
2024/07/29 10:40:36,16
2024/07/29 10:40:37,24
2024/07/29 10:40:38,19
2024/07/29 10:40:39,91
2024/07/29 10:40:40,116
2024/07/29 10:40:41,20
2024/07/29 10:40:42,25
2024/07/29 10:40:43,40
2024/07/29 10:40:44,52
2024/07/29 10:40:45,24
2024/07/29 10:40:46,27
2024/07/29 10:40:47,19
2024/07/29 10:40:48,21
2024/07/29 10:40:49,60
2024/07/29 10:40:50,15
2024/07/29 10:40:51,20
2024/07/29 10:40:51,36
2024/07/29 10:40:52,21
2024/07/29 10:40:53,18
2024/07/29 10:40:54,17
2024/07/29 10:40:55,18
2024/07/29 10:40:56,16
2024/07/29 10:40:57,16
2024/07/29 10:40:58,30
2024/07/29 10:40:59,17
2024/07/29 10:41:00,17
2024/07/29 10:41:01,35
2024/07/29 10:41:02,12
2024/07/29 10:41:03,21
2024/07/29 10:41:04,20
2024/07/29 10:41:05,39
2024/07/29 10:41:06,32
2024/07/29 10:41:07,22
2024/07/29 10:41:08,20
2024/07/29 10:41:09,23
2024/07/29 10:41:10,32
2024/07/29 10:41:11,18
2024/07/29 10:41:12,27
2024/07/29 10:41:13,23
2024/07/29 10:41:14,22
2024/07/29 10:41:15,14
2024/07/29 10:41:16,20
2024/07/29 10:41:17,12
2024/07/29 10:41:18,22
2024/07/29 10:41:19,19
2024/07/29 10:41:20,19
2024/07/29 10:41:21,20
2024/07/29 10:41:22,28
2024/07/29 10:41:22,27
2024/07/29 10:41:23,36
2024/07/29 10:41:24,15
2024/07/29 10:41:25,35
2024/07/29 10:41:26,25
2024/07/29 10:41:27,13
2024/07/29 10:41:28,-1
2024/07/29 10:41:32,14
2024/07/29 10:41:33,28
2024/07/29 10:41:34,14
2024/07/29 10:41:35,21
2024/07/29 10:41:36,10
2024/07/29 10:41:37,9
2024/07/29 10:41:38,14
2024/07/29 10:41:39,32
2024/07/29 10:41:40,19
2024/07/29 10:41:41,22
2024/07/29 10:41:42,17
2024/07/29 10:41:43,12
2024/07/29 10:41:44,13
2024/07/29 10:41:45,27
2024/07/29 10:41:46,17
2024/07/29 10:41:47,29
2024/07/29 10:41:48,18
2024/07/29 10:41:49,45
2024/07/29 10:41:49,40
2024/07/29 10:41:50,14
2024/07/29 10:41:51,14
2024/07/29 10:41:52,29
2024/07/29 10:41:53,28
2024/07/29 10:41:54,14
2024/07/29 10:41:55,16
2024/07/29 10:41:56,34
2024/07/29 10:41:57,41
2024/07/29 10:41:58,28
2024/07/29 10:41:59,28
2024/07/29 10:42:00,26
2024/07/29 10:42:01,14
2024/07/29 10:42:02,13
2024/07/29 10:42:03,27
2024/07/29 10:42:04,35
2024/07/29 10:42:05,11
2024/07/29 10:42:06,33
2024/07/29 10:42:07,23
2024/07/29 10:42:08,12
2024/07/29 10:42:09,22
2024/07/29 10:42:10,12
2024/07/29 10:42:11,14
2024/07/29 10:42:12,11
2024/07/29 10:42:13,16
2024/07/29 10:42:14,19
2024/07/29 10:42:15,42
2024/07/29 10:42:16,21
2024/07/29 10:42:17,369
2024/07/29 10:42:18,386
2024/07/29 10:42:19,434
2024/07/29 10:42:20,30
2024/07/29 10:42:21,-1
2024/07/29 10:42:25,17
2024/07/29 10:42:26,16
2024/07/29 10:42:27,21
2024/07/29 10:42:28,14
2024/07/29 10:42:28,21
2024/07/29 10:42:29,9
2024/07/29 10:42:30,17
2024/07/29 10:42:31,37
2024/07/29 10:42:32,17
2024/07/29 10:42:33,43
2024/07/29 10:42:34,25
2024/07/29 10:42:35,29
2024/07/29 10:42:35,36
2024/07/29 10:42:36,31
2024/07/29 10:42:37,21
2024/07/29 10:42:38,17
2024/07/29 10:42:39,12
2024/07/29 10:42:40,10
2024/07/29 10:42:41,10
2024/07/29 10:42:42,10
2024/07/29 10:42:43,28
2024/07/29 10:42:44,21
2024/07/29 10:42:45,11
2024/07/29 10:42:46,17
2024/07/29 10:42:47,20
2024/07/29 10:42:48,60
2024/07/29 10:42:49,110
2024/07/29 10:42:50,110
2024/07/29 10:42:51,38
2024/07/29 10:42:52,44
2024/07/29 10:42:53,50
2024/07/29 10:42:54,13
2024/07/29 10:42:55,12
2024/07/29 10:42:56,12
2024/07/29 10:42:57,37
2024/07/29 10:42:58,28
2024/07/29 10:42:59,61
2024/07/29 10:43:00,48
2024/07/29 10:43:01,18
2024/07/29 10:43:02,16
2024/07/29 10:43:03,9
2024/07/29 10:43:04,17
2024/07/29 10:43:05,70
2024/07/29 10:43:06,26
2024/07/29 10:43:07,21
2024/07/29 10:43:08,17
2024/07/29 10:43:09,22
2024/07/29 10:43:10,17
2024/07/29 10:43:11,11
2024/07/29 10:43:12,25
2024/07/29 10:43:13,10
2024/07/29 10:43:14,36
2024/07/29 10:43:15,24
2024/07/29 10:43:16,20
2024/07/29 10:43:17,19
2024/07/29 10:43:18,13
2024/07/29 10:43:19,12
2024/07/29 10:43:20,22
2024/07/29 10:43:21,20
2024/07/29 10:43:22,21
2024/07/29 10:43:23,13
2024/07/29 10:43:24,393
2024/07/29 10:43:25,316
2024/07/29 10:43:26,478
2024/07/29 10:43:27,135
2024/07/29 10:43:28,227
2024/07/29 10:43:29,22
2024/07/29 10:43:30,17
2024/07/29 10:43:31,27
2024/07/29 10:43:32,17
2024/07/29 10:43:33,14
2024/07/29 10:43:34,21
2024/07/29 10:43:35,19
2024/07/29 10:43:36,44
2024/07/29 10:43:37,29
2024/07/29 10:43:38,23
2024/07/29 10:43:39,12
2024/07/29 10:43:40,18
2024/07/29 10:43:41,28
2024/07/29 10:43:42,378
2024/07/29 10:43:43,424
2024/07/29 10:43:44,52
2024/07/29 10:43:45,261
2024/07/29 10:43:46,-1
2024/07/29 10:43:47,-1
2024/07/29 10:43:48,-1
2024/07/29 10:43:49,-1
2024/07/29 10:43:50,-1
2024/07/29 10:43:51,-1
2024/07/29 10:43:52,32
2024/07/29 10:43:53,27
2024/07/29 10:43:54,28
2024/07/29 10:43:55,23
2024/07/29 10:43:56,-1
2024/07/29 10:44:00,54
2024/07/29 10:44:01,45
2024/07/29 10:44:02,50
2024/07/29 10:44:03,57
2024/07/29 10:44:04,45
2024/07/29 10:44:05,48
2024/07/29 10:44:06,46
2024/07/29 10:44:07,55
2024/07/29 10:44:07,45
2024/07/29 10:44:08,43
2024/07/29 10:44:09,61
2024/07/29 10:44:10,69
2024/07/29 10:44:11,53
2024/07/29 10:44:12,222
2024/07/29 10:44:13,48
2024/07/29 10:44:14,48
2024/07/29 10:44:15,46
2024/07/29 10:44:16,60
2024/07/29 10:44:17,68
